"","cell_ID","cell_types"
"c_1_65_1922","c_1_65_1922","Acinar.1"
"c_1_65_1934","c_1_65_1934","Acinar.1"
"c_1_65_1956","c_1_65_1956","Acinar.1"
"c_1_65_1971","c_1_65_1971","Acinar.1"
"c_1_65_1976","c_1_65_1976","Ductal"
"c_1_65_1977","c_1_65_1977","Acinar.1"
"c_1_65_2007","c_1_65_2007","Ductal"
"c_1_65_2051","c_1_65_2051","Acinar.1"
"c_1_65_2085","c_1_65_2085","Acinar.2"
"c_1_65_2102","c_1_65_2102","Acinar.1"
"c_1_65_2106","c_1_65_2106","Ductal"
"c_1_65_2143","c_1_65_2143","Acinar.1"
"c_1_65_2151","c_1_65_2151","Ductal"
"c_1_65_2179","c_1_65_2179","Acinar.1"
"c_1_65_2240","c_1_65_2240","Acinar.1"
"c_1_65_2254","c_1_65_2254","Acinar.1"
"c_1_65_2257","c_1_65_2257","Ductal"
"c_1_65_23","c_1_65_23","Beta cells"
"c_1_65_2358","c_1_65_2358","Acinar.1"
"c_1_65_2380","c_1_65_2380","Ductal"
"c_1_65_2400","c_1_65_2400","Acinar.1"
"c_1_65_2410","c_1_65_2410","Acinar.1"
"c_1_65_2427","c_1_65_2427","Acinar.1"
"c_1_65_2452","c_1_65_2452","Acinar.1"
"c_1_65_2465","c_1_65_2465","Ductal"
"c_1_65_2467","c_1_65_2467","Acinar.1"
"c_1_65_2493","c_1_65_2493","Acinar.1"
"c_1_65_2494","c_1_65_2494","Acinar.1"
"c_1_65_2501","c_1_65_2501","Acinar.1"
"c_1_65_2518","c_1_65_2518","Ductal"
"c_1_65_2529","c_1_65_2529","Acinar.1"
"c_1_65_2547","c_1_65_2547","Acinar.1"
"c_1_65_2590","c_1_65_2590","Acinar.1"
"c_1_65_2627","c_1_65_2627","Acinar.1"
"c_1_65_2693","c_1_65_2693","Acinar.2"
"c_1_65_2711","c_1_65_2711","Acinar.1"
"c_1_65_274","c_1_65_274","Acinar.1"
"c_1_65_2774","c_1_65_2774","Acinar.2"
"c_1_65_310","c_1_65_310","Acinar.1"
"c_1_65_322","c_1_65_322","Acinar.1"
"c_1_65_325","c_1_65_325","Ductal"
"c_1_65_336","c_1_65_336","Active stellate"
"c_1_65_342","c_1_65_342","Acinar.1"
"c_1_65_371","c_1_65_371","Acinar.1"
"c_1_65_377","c_1_65_377","Ductal"
"c_1_65_418","c_1_65_418","Ductal"
"c_1_65_424","c_1_65_424","Ductal"
"c_1_65_437","c_1_65_437","Acinar.1"
"c_1_65_45","c_1_65_45","Acinar.1"
"c_1_65_483","c_1_65_483","Acinar.1"
"c_1_65_49","c_1_65_49","Acinar.1"
"c_1_65_510","c_1_65_510","Acinar.1"
"c_1_65_545","c_1_65_545","Acinar.1"
"c_1_65_554","c_1_65_554","Acinar.1"
"c_1_65_58","c_1_65_58","Acinar.1"
"c_1_65_580","c_1_65_580","Acinar.1"
"c_1_65_6","c_1_65_6","Acinar.1"
"c_1_65_61","c_1_65_61","Ductal"
"c_1_65_644","c_1_65_644","Acinar.1"
"c_1_65_656","c_1_65_656","Acinar.1"
"c_1_65_668","c_1_65_668","Acinar.1"
"c_1_65_673","c_1_65_673","Acinar.1"
"c_1_65_676","c_1_65_676","Acinar.1"
"c_1_65_69","c_1_65_69","Macrophage"
"c_1_65_690","c_1_65_690","Acinar.1"
"c_1_65_716","c_1_65_716","Acinar.1"
"c_1_65_726","c_1_65_726","Acinar.1"
"c_1_65_756","c_1_65_756","Acinar.2"
"c_1_65_774","c_1_65_774","Acinar.1"
"c_1_65_785","c_1_65_785","Acinar.1"
"c_1_65_797","c_1_65_797","Acinar.1"
"c_1_65_801","c_1_65_801","Quiescent stellate"
"c_1_65_830","c_1_65_830","Acinar.1"
"c_1_65_845","c_1_65_845","Acinar.1"
"c_1_65_851","c_1_65_851","Acinar.1"
"c_1_65_876","c_1_65_876","Acinar.1"
"c_1_65_885","c_1_65_885","Acinar.1"
"c_1_65_909","c_1_65_909","Acinar.2"
"c_1_65_988","c_1_65_988","Acinar.1"
"c_1_65_996","c_1_65_996","Acinar.1"
"c_1_66_1054","c_1_66_1054","Acinar.1"
"c_1_66_1073","c_1_66_1073","Acinar.1"
"c_1_66_1102","c_1_66_1102","Acinar.1"
"c_1_66_1119","c_1_66_1119","Acinar.1"
"c_1_66_1138","c_1_66_1138","Alpha cells"
"c_1_66_115","c_1_66_115","Acinar.1"
"c_1_66_1151","c_1_66_1151","Acinar.1"
"c_1_66_1175","c_1_66_1175","Quiescent stellate"
"c_1_66_1264","c_1_66_1264","Acinar.1"
"c_1_66_127","c_1_66_127","Acinar.1"
"c_1_66_1277","c_1_66_1277","Acinar.1"
"c_1_66_1291","c_1_66_1291","Acinar.1"
"c_1_66_1318","c_1_66_1318","Ductal"
"c_1_66_1351","c_1_66_1351","Ductal"
"c_1_66_1357","c_1_66_1357","Ductal"
"c_1_66_1367","c_1_66_1367","Acinar.1"
"c_1_66_14","c_1_66_14","Acinar.1"
"c_1_66_1423","c_1_66_1423","Acinar.1"
"c_1_66_1442","c_1_66_1442","Acinar.1"
"c_1_66_1451","c_1_66_1451","Acinar.1"
"c_1_66_1455","c_1_66_1455","Acinar.1"
"c_1_66_147","c_1_66_147","Acinar.1"
"c_1_66_1489","c_1_66_1489","Acinar.1"
"c_1_66_1496","c_1_66_1496","Acinar.1"
"c_1_66_1526","c_1_66_1526","Acinar.1"
"c_1_66_1533","c_1_66_1533","Acinar.1"
"c_1_66_1541","c_1_66_1541","Acinar.1"
"c_1_66_1563","c_1_66_1563","Acinar.1"
"c_1_66_1603","c_1_66_1603","Acinar.1"
"c_1_66_1647","c_1_66_1647","Acinar.1"
"c_1_66_1674","c_1_66_1674","Acinar.1"
"c_1_66_1693","c_1_66_1693","Acinar.1"
"c_1_66_17","c_1_66_17","Acinar.1"
"c_1_66_1710","c_1_66_1710","Acinar.1"
"c_1_66_1730","c_1_66_1730","Ductal"
"c_1_66_1738","c_1_66_1738","Quiescent stellate"
"c_1_66_1739","c_1_66_1739","Acinar.2"
"c_1_66_1740","c_1_66_1740","Acinar.1"
"c_1_66_1745","c_1_66_1745","Acinar.1"
"c_1_66_175","c_1_66_175","Macrophage"
"c_1_66_1750","c_1_66_1750","Acinar.1"
"c_1_66_1753","c_1_66_1753","Delta cells"
"c_1_66_1764","c_1_66_1764","Active stellate"
"c_1_66_1790","c_1_66_1790","Ductal"
"c_1_66_1826","c_1_66_1826","Acinar.1"
"c_1_66_1853","c_1_66_1853","Acinar.1"
"c_1_66_1857","c_1_66_1857","Acinar.1"
"c_1_66_1859","c_1_66_1859","Acinar.1"
"c_1_66_1914","c_1_66_1914","Acinar.1"
"c_1_66_1922","c_1_66_1922","Quiescent stellate"
"c_1_66_193","c_1_66_193","Ductal"
"c_1_66_1930","c_1_66_1930","Acinar.1"
"c_1_66_1950","c_1_66_1950","Acinar.1"
"c_1_66_1952","c_1_66_1952","Acinar.1"
"c_1_66_1958","c_1_66_1958","Acinar.1"
"c_1_66_1962","c_1_66_1962","Acinar.1"
"c_1_66_1969","c_1_66_1969","Ductal"
"c_1_66_1977","c_1_66_1977","Ductal"
"c_1_66_199","c_1_66_199","Acinar.1"
"c_1_66_1991","c_1_66_1991","Acinar.1"
"c_1_66_1995","c_1_66_1995","Quiescent stellate"
"c_1_66_2050","c_1_66_2050","Quiescent stellate"
"c_1_66_2068","c_1_66_2068","Ductal"
"c_1_66_2076","c_1_66_2076","Acinar.1"
"c_1_66_2085","c_1_66_2085","Acinar.1"
"c_1_66_2090","c_1_66_2090","Acinar.1"
"c_1_66_2093","c_1_66_2093","Ductal"
"c_1_66_2137","c_1_66_2137","Acinar.1"
"c_1_66_2140","c_1_66_2140","Acinar.1"
"c_1_66_2162","c_1_66_2162","Acinar.1"
"c_1_66_2164","c_1_66_2164","Acinar.1"
"c_1_66_2169","c_1_66_2169","Ductal"
"c_1_66_2198","c_1_66_2198","Acinar.1"
"c_1_66_2213","c_1_66_2213","Acinar.1"
"c_1_66_2225","c_1_66_2225","Acinar.1"
"c_1_66_228","c_1_66_228","Acinar.1"
"c_1_66_2282","c_1_66_2282","Acinar.1"
"c_1_66_2325","c_1_66_2325","Acinar.1"
"c_1_66_2337","c_1_66_2337","Acinar.1"
"c_1_66_2343","c_1_66_2343","Acinar.1"
"c_1_66_2367","c_1_66_2367","Acinar.1"
"c_1_66_2376","c_1_66_2376","Acinar.1"
"c_1_66_2395","c_1_66_2395","Quiescent stellate"
"c_1_66_2401","c_1_66_2401","Acinar.1"
"c_1_66_2406","c_1_66_2406","Ductal"
"c_1_66_2409","c_1_66_2409","Acinar.1"
"c_1_66_2418","c_1_66_2418","Acinar.1"
"c_1_66_2428","c_1_66_2428","Ductal"
"c_1_66_2452","c_1_66_2452","Acinar.1"
"c_1_66_2528","c_1_66_2528","Acinar.1"
"c_1_66_2560","c_1_66_2560","Acinar.1"
"c_1_66_2589","c_1_66_2589","Acinar.1"
"c_1_66_2591","c_1_66_2591","Acinar.1"
"c_1_66_2595","c_1_66_2595","Acinar.1"
"c_1_66_2614","c_1_66_2614","Acinar.1"
"c_1_66_2616","c_1_66_2616","Ductal"
"c_1_66_2621","c_1_66_2621","Acinar.1"
"c_1_66_2629","c_1_66_2629","Acinar.1"
"c_1_66_271","c_1_66_271","Ductal"
"c_1_66_281","c_1_66_281","Acinar.1"
"c_1_66_379","c_1_66_379","Acinar.1"
"c_1_66_399","c_1_66_399","Acinar.1"
"c_1_66_424","c_1_66_424","Quiescent stellate"
"c_1_66_436","c_1_66_436","Macrophage"
"c_1_66_49","c_1_66_49","Acinar.1"
"c_1_66_519","c_1_66_519","Acinar.1"
"c_1_66_520","c_1_66_520","Acinar.1"
"c_1_66_533","c_1_66_533","Acinar.1"
"c_1_66_545","c_1_66_545","Acinar.1"
"c_1_66_562","c_1_66_562","Acinar.1"
"c_1_66_563","c_1_66_563","Acinar.1"
"c_1_66_571","c_1_66_571","Acinar.1"
"c_1_66_58","c_1_66_58","Acinar.1"
"c_1_66_580","c_1_66_580","Acinar.1"
"c_1_66_597","c_1_66_597","Acinar.1"
"c_1_66_617","c_1_66_617","Acinar.1"
"c_1_66_623","c_1_66_623","Ductal"
"c_1_66_647","c_1_66_647","Acinar.2"
"c_1_66_664","c_1_66_664","Ductal"
"c_1_66_676","c_1_66_676","Acinar.1"
"c_1_66_704","c_1_66_704","Acinar.1"
"c_1_66_725","c_1_66_725","Acinar.1"
"c_1_66_729","c_1_66_729","Acinar.2"
"c_1_66_757","c_1_66_757","Acinar.1"
"c_1_66_778","c_1_66_778","Ductal"
"c_1_66_789","c_1_66_789","Acinar.1"
"c_1_66_791","c_1_66_791","Acinar.1"
"c_1_66_828","c_1_66_828","Acinar.1"
"c_1_66_835","c_1_66_835","Acinar.1"
"c_1_66_896","c_1_66_896","Ductal"
"c_1_66_94","c_1_66_94","Acinar.1"
"c_1_66_956","c_1_66_956","Acinar.1"
"c_1_66_958","c_1_66_958","Ductal"
"c_1_66_981","c_1_66_981","Acinar.1"
"c_1_66_984","c_1_66_984","Acinar.1"
"c_1_66_991","c_1_66_991","Ductal"
"c_1_66_998","c_1_66_998","Acinar.1"
"c_1_67_1004","c_1_67_1004","Acinar.1"
"c_1_67_1031","c_1_67_1031","Acinar.2"
"c_1_67_105","c_1_67_105","Acinar.1"
"c_1_67_1056","c_1_67_1056","Acinar.1"
"c_1_67_1113","c_1_67_1113","Acinar.1"
"c_1_67_1124","c_1_67_1124","Quiescent stellate"
"c_1_67_1126","c_1_67_1126","Acinar.1"
"c_1_67_1127","c_1_67_1127","Acinar.1"
"c_1_67_1129","c_1_67_1129","Acinar.1"
"c_1_67_1155","c_1_67_1155","Acinar.1"
"c_1_67_1176","c_1_67_1176","Acinar.1"
"c_1_67_1187","c_1_67_1187","Ductal"
"c_1_67_1205","c_1_67_1205","Acinar.1"
"c_1_67_1236","c_1_67_1236","Acinar.1"
"c_1_67_1251","c_1_67_1251","Acinar.1"
"c_1_67_1261","c_1_67_1261","Ductal"
"c_1_67_1358","c_1_67_1358","Acinar.1"
"c_1_67_1384","c_1_67_1384","Acinar.1"
"c_1_67_1409","c_1_67_1409","Acinar.1"
"c_1_67_1425","c_1_67_1425","Acinar.1"
"c_1_67_1429","c_1_67_1429","Acinar.1"
"c_1_67_1446","c_1_67_1446","Acinar.1"
"c_1_67_148","c_1_67_148","Acinar.1"
"c_1_67_1526","c_1_67_1526","Acinar.1"
"c_1_67_1527","c_1_67_1527","Acinar.1"
"c_1_67_1540","c_1_67_1540","Acinar.1"
"c_1_67_156","c_1_67_156","Ductal"
"c_1_67_157","c_1_67_157","Acinar.1"
"c_1_67_1577","c_1_67_1577","Acinar.2"
"c_1_67_1588","c_1_67_1588","Acinar.1"
"c_1_67_1600","c_1_67_1600","Quiescent stellate"
"c_1_67_1602","c_1_67_1602","Acinar.2"
"c_1_67_1619","c_1_67_1619","Acinar.1"
"c_1_67_1646","c_1_67_1646","Acinar.2"
"c_1_67_166","c_1_67_166","Acinar.1"
"c_1_67_1665","c_1_67_1665","Acinar.1"
"c_1_67_169","c_1_67_169","Acinar.1"
"c_1_67_1754","c_1_67_1754","Ductal"
"c_1_67_1768","c_1_67_1768","Ductal"
"c_1_67_178","c_1_67_178","Acinar.1"
"c_1_67_1780","c_1_67_1780","Acinar.1"
"c_1_67_1805","c_1_67_1805","Acinar.2"
"c_1_67_1807","c_1_67_1807","Ductal"
"c_1_67_1821","c_1_67_1821","Acinar.1"
"c_1_67_184","c_1_67_184","Acinar.1"
"c_1_67_1843","c_1_67_1843","Acinar.1"
"c_1_67_1846","c_1_67_1846","Acinar.1"
"c_1_67_1848","c_1_67_1848","Acinar.1"
"c_1_67_1866","c_1_67_1866","Acinar.1"
"c_1_67_1878","c_1_67_1878","Acinar.1"
"c_1_67_1887","c_1_67_1887","Acinar.1"
"c_1_67_1894","c_1_67_1894","Acinar.1"
"c_1_67_1937","c_1_67_1937","Acinar.1"
"c_1_67_1947","c_1_67_1947","Acinar.1"
"c_1_67_1981","c_1_67_1981","Acinar.1"
"c_1_67_2019","c_1_67_2019","Acinar.1"
"c_1_67_2116","c_1_67_2116","Acinar.1"
"c_1_67_2118","c_1_67_2118","Ductal"
"c_1_67_2147","c_1_67_2147","Acinar.1"
"c_1_67_2176","c_1_67_2176","Acinar.1"
"c_1_67_2182","c_1_67_2182","Acinar.1"
"c_1_67_2195","c_1_67_2195","Quiescent stellate"
"c_1_67_2198","c_1_67_2198","Acinar.1"
"c_1_67_2220","c_1_67_2220","Acinar.1"
"c_1_67_2254","c_1_67_2254","Acinar.1"
"c_1_67_227","c_1_67_227","Acinar.1"
"c_1_67_2296","c_1_67_2296","Acinar.1"
"c_1_67_23","c_1_67_23","Acinar.1"
"c_1_67_2346","c_1_67_2346","Acinar.1"
"c_1_67_2349","c_1_67_2349","Ductal"
"c_1_67_2381","c_1_67_2381","Acinar.1"
"c_1_67_2439","c_1_67_2439","Acinar.1"
"c_1_67_2478","c_1_67_2478","Acinar.2"
"c_1_67_2538","c_1_67_2538","Acinar.1"
"c_1_67_2547","c_1_67_2547","Acinar.1"
"c_1_67_2556","c_1_67_2556","Acinar.1"
"c_1_67_2574","c_1_67_2574","Beta cells"
"c_1_67_2606","c_1_67_2606","Acinar.1"
"c_1_67_279","c_1_67_279","Acinar.1"
"c_1_67_399","c_1_67_399","Acinar.1"
"c_1_67_417","c_1_67_417","Ductal"
"c_1_67_452","c_1_67_452","Acinar.1"
"c_1_67_505","c_1_67_505","Acinar.1"
"c_1_67_511","c_1_67_511","Acinar.1"
"c_1_67_533","c_1_67_533","Acinar.1"
"c_1_67_537","c_1_67_537","Acinar.1"
"c_1_67_542","c_1_67_542","Ductal"
"c_1_67_583","c_1_67_583","Acinar.1"
"c_1_67_589","c_1_67_589","Acinar.1"
"c_1_67_596","c_1_67_596","Acinar.1"
"c_1_67_624","c_1_67_624","Ductal"
"c_1_67_664","c_1_67_664","Acinar.1"
"c_1_67_667","c_1_67_667","Acinar.1"
"c_1_67_69","c_1_67_69","Acinar.1"
"c_1_67_698","c_1_67_698","Acinar.1"
"c_1_67_702","c_1_67_702","Acinar.1"
"c_1_67_725","c_1_67_725","Acinar.1"
"c_1_67_754","c_1_67_754","Acinar.1"
"c_1_67_764","c_1_67_764","Acinar.1"
"c_1_67_77","c_1_67_77","Acinar.1"
"c_1_67_831","c_1_67_831","Acinar.1"
"c_1_67_835","c_1_67_835","Acinar.1"
"c_1_67_856","c_1_67_856","Acinar.1"
"c_1_67_858","c_1_67_858","Acinar.1"
"c_1_67_870","c_1_67_870","Ductal"
"c_1_67_877","c_1_67_877","Acinar.1"
"c_1_67_933","c_1_67_933","Acinar.1"
"c_1_67_942","c_1_67_942","Acinar.1"
"c_1_67_951","c_1_67_951","Acinar.1"
"c_1_67_952","c_1_67_952","Acinar.1"
"c_1_67_963","c_1_67_963","Macrophage"
"c_1_67_967","c_1_67_967","Acinar.1"
"c_1_67_972","c_1_67_972","Acinar.1"
"c_1_68_10","c_1_68_10","Acinar.1"
"c_1_68_1009","c_1_68_1009","Acinar.1"
"c_1_68_1015","c_1_68_1015","Acinar.1"
"c_1_68_1018","c_1_68_1018","Acinar.1"
"c_1_68_1038","c_1_68_1038","Acinar.1"
"c_1_68_1042","c_1_68_1042","Acinar.1"
"c_1_68_1044","c_1_68_1044","Ductal"
"c_1_68_1050","c_1_68_1050","Acinar.1"
"c_1_68_1077","c_1_68_1077","Acinar.1"
"c_1_68_1106","c_1_68_1106","Acinar.1"
"c_1_68_1107","c_1_68_1107","Acinar.1"
"c_1_68_1113","c_1_68_1113","Acinar.1"
"c_1_68_1137","c_1_68_1137","Acinar.1"
"c_1_68_1141","c_1_68_1141","Acinar.1"
"c_1_68_1143","c_1_68_1143","Acinar.1"
"c_1_68_1149","c_1_68_1149","Acinar.1"
"c_1_68_1155","c_1_68_1155","Acinar.1"
"c_1_68_1172","c_1_68_1172","Acinar.1"
"c_1_68_1184","c_1_68_1184","Acinar.1"
"c_1_68_1194","c_1_68_1194","Acinar.1"
"c_1_68_1198","c_1_68_1198","Acinar.1"
"c_1_68_12","c_1_68_12","Acinar.1"
"c_1_68_1204","c_1_68_1204","Acinar.1"
"c_1_68_1211","c_1_68_1211","Acinar.1"
"c_1_68_1214","c_1_68_1214","Acinar.1"
"c_1_68_1247","c_1_68_1247","Acinar.1"
"c_1_68_1311","c_1_68_1311","Ductal"
"c_1_68_1336","c_1_68_1336","Acinar.1"
"c_1_68_1345","c_1_68_1345","Acinar.1"
"c_1_68_1352","c_1_68_1352","Acinar.1"
"c_1_68_136","c_1_68_136","Beta cells"
"c_1_68_1372","c_1_68_1372","Acinar.1"
"c_1_68_1373","c_1_68_1373","Ductal"
"c_1_68_1378","c_1_68_1378","Acinar.1"
"c_1_68_1411","c_1_68_1411","Ductal"
"c_1_68_1412","c_1_68_1412","Acinar.1"
"c_1_68_1419","c_1_68_1419","Acinar.1"
"c_1_68_1452","c_1_68_1452","Acinar.1"
"c_1_68_146","c_1_68_146","Acinar.1"
"c_1_68_1467","c_1_68_1467","Acinar.1"
"c_1_68_1472","c_1_68_1472","Ductal"
"c_1_68_1479","c_1_68_1479","Acinar.1"
"c_1_68_1494","c_1_68_1494","Acinar.1"
"c_1_68_1507","c_1_68_1507","Acinar.1"
"c_1_68_1532","c_1_68_1532","Acinar.1"
"c_1_68_154","c_1_68_154","Acinar.1"
"c_1_68_1566","c_1_68_1566","Acinar.1"
"c_1_68_1576","c_1_68_1576","Acinar.1"
"c_1_68_1597","c_1_68_1597","Acinar.1"
"c_1_68_1613","c_1_68_1613","Acinar.1"
"c_1_68_1676","c_1_68_1676","Acinar.1"
"c_1_68_1690","c_1_68_1690","Acinar.1"
"c_1_68_1711","c_1_68_1711","Acinar.1"
"c_1_68_1723","c_1_68_1723","Acinar.1"
"c_1_68_1739","c_1_68_1739","Acinar.1"
"c_1_68_174","c_1_68_174","Acinar.1"
"c_1_68_1758","c_1_68_1758","Acinar.1"
"c_1_68_1786","c_1_68_1786","Acinar.1"
"c_1_68_1808","c_1_68_1808","Acinar.1"
"c_1_68_1869","c_1_68_1869","Acinar.1"
"c_1_68_1892","c_1_68_1892","Acinar.1"
"c_1_68_1924","c_1_68_1924","Acinar.1"
"c_1_68_1946","c_1_68_1946","Acinar.1"
"c_1_68_1975","c_1_68_1975","Acinar.1"
"c_1_68_1991","c_1_68_1991","Acinar.1"
"c_1_68_1996","c_1_68_1996","Ductal"
"c_1_68_20","c_1_68_20","Acinar.1"
"c_1_68_2029","c_1_68_2029","Acinar.1"
"c_1_68_2031","c_1_68_2031","Acinar.1"
"c_1_68_2093","c_1_68_2093","Ductal"
"c_1_68_2104","c_1_68_2104","Acinar.1"
"c_1_68_2109","c_1_68_2109","Ductal"
"c_1_68_2130","c_1_68_2130","Acinar.1"
"c_1_68_2153","c_1_68_2153","Acinar.1"
"c_1_68_2155","c_1_68_2155","Acinar.1"
"c_1_68_2167","c_1_68_2167","Acinar.1"
"c_1_68_2176","c_1_68_2176","Acinar.1"
"c_1_68_2178","c_1_68_2178","Acinar.1"
"c_1_68_2225","c_1_68_2225","Acinar.1"
"c_1_68_2235","c_1_68_2235","Acinar.1"
"c_1_68_2339","c_1_68_2339","Acinar.1"
"c_1_68_2343","c_1_68_2343","Ductal"
"c_1_68_237","c_1_68_237","Acinar.1"
"c_1_68_2393","c_1_68_2393","Ductal"
"c_1_68_241","c_1_68_241","Acinar.1"
"c_1_68_2451","c_1_68_2451","Acinar.1"
"c_1_68_2461","c_1_68_2461","Acinar.1"
"c_1_68_2484","c_1_68_2484","Acinar.1"
"c_1_68_251","c_1_68_251","Acinar.1"
"c_1_68_2513","c_1_68_2513","Acinar.1"
"c_1_68_2524","c_1_68_2524","Acinar.2"
"c_1_68_2552","c_1_68_2552","Acinar.1"
"c_1_68_2562","c_1_68_2562","Acinar.1"
"c_1_68_2593","c_1_68_2593","Acinar.1"
"c_1_68_2612","c_1_68_2612","Acinar.1"
"c_1_68_2615","c_1_68_2615","Acinar.1"
"c_1_68_2616","c_1_68_2616","Acinar.2"
"c_1_68_2718","c_1_68_2718","Ductal"
"c_1_68_299","c_1_68_299","Acinar.1"
"c_1_68_336","c_1_68_336","Acinar.1"
"c_1_68_342","c_1_68_342","Ductal"
"c_1_68_381","c_1_68_381","Acinar.2"
"c_1_68_390","c_1_68_390","Ductal"
"c_1_68_409","c_1_68_409","Acinar.1"
"c_1_68_410","c_1_68_410","Acinar.1"
"c_1_68_425","c_1_68_425","Acinar.1"
"c_1_68_430","c_1_68_430","Acinar.1"
"c_1_68_439","c_1_68_439","Ductal"
"c_1_68_448","c_1_68_448","Acinar.1"
"c_1_68_45","c_1_68_45","Acinar.1"
"c_1_68_456","c_1_68_456","Acinar.1"
"c_1_68_469","c_1_68_469","Acinar.1"
"c_1_68_503","c_1_68_503","Ductal"
"c_1_68_504","c_1_68_504","Acinar.1"
"c_1_68_506","c_1_68_506","Acinar.1"
"c_1_68_541","c_1_68_541","Acinar.1"
"c_1_68_558","c_1_68_558","Acinar.1"
"c_1_68_561","c_1_68_561","Acinar.1"
"c_1_68_591","c_1_68_591","Ductal"
"c_1_68_592","c_1_68_592","Acinar.1"
"c_1_68_601","c_1_68_601","Acinar.1"
"c_1_68_61","c_1_68_61","Acinar.1"
"c_1_68_625","c_1_68_625","Acinar.1"
"c_1_68_652","c_1_68_652","Acinar.1"
"c_1_68_67","c_1_68_67","Acinar.1"
"c_1_68_670","c_1_68_670","Acinar.1"
"c_1_68_698","c_1_68_698","Acinar.1"
"c_1_68_701","c_1_68_701","Quiescent stellate"
"c_1_68_708","c_1_68_708","Acinar.1"
"c_1_68_722","c_1_68_722","Ductal"
"c_1_68_724","c_1_68_724","Acinar.1"
"c_1_68_730","c_1_68_730","Acinar.1"
"c_1_68_733","c_1_68_733","Ductal"
"c_1_68_749","c_1_68_749","Acinar.1"
"c_1_68_756","c_1_68_756","Acinar.1"
"c_1_68_789","c_1_68_789","Acinar.1"
"c_1_68_796","c_1_68_796","Acinar.1"
"c_1_68_8","c_1_68_8","Quiescent stellate"
"c_1_68_80","c_1_68_80","Beta cells"
"c_1_68_856","c_1_68_856","Acinar.1"
"c_1_68_859","c_1_68_859","Acinar.1"
"c_1_68_870","c_1_68_870","Ductal"
"c_1_68_873","c_1_68_873","Acinar.1"
"c_1_68_908","c_1_68_908","Acinar.1"
"c_1_68_918","c_1_68_918","Acinar.1"
"c_1_68_969","c_1_68_969","Ductal"
"c_1_68_977","c_1_68_977","Acinar.1"
"c_1_68_992","c_1_68_992","Acinar.1"
"c_1_51_1019","c_1_51_1019","Acinar.2"
"c_1_51_1046","c_1_51_1046","Acinar.1"
"c_1_51_1142","c_1_51_1142","Acinar.1"
"c_1_51_1184","c_1_51_1184","Acinar.1"
"c_1_51_121","c_1_51_121","Acinar.1"
"c_1_51_1222","c_1_51_1222","Acinar.2"
"c_1_51_1236","c_1_51_1236","Acinar.1"
"c_1_51_1407","c_1_51_1407","Acinar.1"
"c_1_51_1458","c_1_51_1458","Acinar.1"
"c_1_51_1460","c_1_51_1460","Ductal"
"c_1_51_1524","c_1_51_1524","Ductal"
"c_1_51_1527","c_1_51_1527","Acinar.1"
"c_1_51_1547","c_1_51_1547","Ductal"
"c_1_51_158","c_1_51_158","Acinar.1"
"c_1_51_1615","c_1_51_1615","Acinar.1"
"c_1_51_1616","c_1_51_1616","Acinar.1"
"c_1_51_1681","c_1_51_1681","Acinar.1"
"c_1_51_1727","c_1_51_1727","Acinar.1"
"c_1_51_185","c_1_51_185","Acinar.1"
"c_1_51_2011","c_1_51_2011","Quiescent stellate"
"c_1_51_2066","c_1_51_2066","Acinar.1"
"c_1_51_2106","c_1_51_2106","Acinar.1"
"c_1_51_2149","c_1_51_2149","Ductal"
"c_1_51_2156","c_1_51_2156","Acinar.1"
"c_1_51_2221","c_1_51_2221","Acinar.1"
"c_1_51_2236","c_1_51_2236","Acinar.1"
"c_1_51_2287","c_1_51_2287","Ductal"
"c_1_51_231","c_1_51_231","Quiescent stellate"
"c_1_51_2339","c_1_51_2339","Acinar.1"
"c_1_51_2406","c_1_51_2406","Acinar.1"
"c_1_51_2409","c_1_51_2409","Acinar.1"
"c_1_51_2627","c_1_51_2627","Acinar.1"
"c_1_51_359","c_1_51_359","Quiescent stellate"
"c_1_51_443","c_1_51_443","Acinar.1"
"c_1_51_458","c_1_51_458","Acinar.2"
"c_1_51_481","c_1_51_481","Acinar.1"
"c_1_51_525","c_1_51_525","Acinar.2"
"c_1_51_57","c_1_51_57","Acinar.2"
"c_1_51_617","c_1_51_617","Acinar.2"
"c_1_51_691","c_1_51_691","Acinar.2"
"c_1_51_708","c_1_51_708","Acinar.1"
"c_1_51_737","c_1_51_737","Acinar.2"
"c_1_51_766","c_1_51_766","Acinar.1"
"c_1_51_772","c_1_51_772","Acinar.2"
"c_1_51_821","c_1_51_821","Acinar.2"
"c_1_51_841","c_1_51_841","Acinar.2"
"c_1_51_910","c_1_51_910","Acinar.1"
"c_1_52_1060","c_1_52_1060","Beta cells"
"c_1_52_1081","c_1_52_1081","Acinar.1"
"c_1_52_1189","c_1_52_1189","Acinar.1"
"c_1_52_1195","c_1_52_1195","Beta cells"
"c_1_52_1218","c_1_52_1218","Acinar.1"
"c_1_52_1241","c_1_52_1241","Beta cells"
"c_1_52_1320","c_1_52_1320","Beta cells"
"c_1_52_1333","c_1_52_1333","Beta cells"
"c_1_52_1335","c_1_52_1335","Acinar.1"
"c_1_52_1418","c_1_52_1418","Acinar.1"
"c_1_52_1422","c_1_52_1422","Ductal"
"c_1_52_1468","c_1_52_1468","Acinar.1"
"c_1_52_1479","c_1_52_1479","Acinar.1"
