,cell_types
23-1132,fibroblast
8-2392,tumor
13-1815,macrophage
23-1207,macrophage
28-3234,fibroblast
13-2082,tumor
18-633,plasmablast
18-1557,fibroblast
28-1292,endothelial
18-1221,epithelial
18-612,endothelial
28-3666,tumor
8-1895,tumor
13-1227,neutrophil
18-1476,neutrophil
18-779,endothelial
28-665,NK
3-336,fibroblast
13-358,macrophage
18-1679,fibroblast
18-259,monocyte
23-2778,B-cell
28-3678,tumor
28-2677,tumor
28-1684,fibroblast
23-668,plasmablast
23-2898,NK
28-2582,tumor
28-2489,tumor
3-489,tumor
3-2210,pDC
8-718,fibroblast
18-278,plasmablast
18-153,B-cell
23-2408,mDC
18-1688,fibroblast
23-1961,T CD4 naive
3-2096,T CD4 naive
8-1942,tumor
23-1688,T CD4 naive
28-2007,fibroblast
3-2114,T CD4 naive
18-1735,fibroblast
18-301,fibroblast
28-2539,tumor
28-3174,T CD4 naive
3-810,tumor
8-1714,NK
8-555,epithelial
13-1408,T CD4 naive
13-677,endothelial
28-3384,fibroblast
18-1583,B-cell
3-1104,neutrophil
3-406,epithelial
18-868,T CD4 naive
23-1136,mDC
23-1735,mDC
28-211,fibroblast
8-1060,tumor
23-1304,fibroblast
28-2954,fibroblast
18-216,T CD4 naive
28-884,endothelial
8-3010,tumor
18-241,T CD4 naive
23-2800,macrophage
3-1406,neutrophil
13-2006,neutrophil
18-1853,neutrophil
23-585,plasmablast
23-2048,macrophage
28-1495,macrophage
8-2377,tumor
18-803,neutrophil
18-687,T CD4 naive
23-1352,fibroblast
28-3571,tumor
28-2392,tumor
28-3040,fibroblast
8-2409,tumor
23-1420,plasmablast
23-1375,fibroblast
3-1876,epithelial
3-319,fibroblast
18-586,endothelial
18-1695,endothelial
18-1610,B-cell
8-1799,tumor
3-2186,tumor
8-49,NK
13-1873,macrophage
18-965,endothelial
23-277,monocyte
28-688,neutrophil
8-2972,tumor
8-2831,tumor
23-509,plasmablast
28-2910,plasmablast
28-934,neutrophil
8-1667,tumor
18-342,plasmablast
28-3567,tumor
28-611,plasmablast
13-809,macrophage
23-1325,fibroblast
3-2372,tumor
3-2028,B-cell
18-831,epithelial
18-543,endothelial
23-1211,mDC
28-745,fibroblast
8-2186,neutrophil
18-846,mDC
18-1382,neutrophil
23-2661,endothelial
28-3488,tumor
8-497,neutrophil
13-1719,neutrophil
18-453,endothelial
13-729,endothelial
18-211,NK
23-1620,T CD4 naive
23-2222,fibroblast
23-227,fibroblast
18-1140,neutrophil
23-1813,macrophage
23-2598,monocyte
13-2222,neutrophil
28-1773,fibroblast
28-990,fibroblast
13-54,neutrophil
18-893,plasmablast
18-191,NK
18-774,endothelial
28-1920,T CD4 memory
28-43,mast
3-859,neutrophil
13-90,macrophage
18-392,T CD4 memory
13-2542,endothelial
13-202,macrophage
18-1453,neutrophil
3-2852,epithelial
13-845,macrophage
23-1950,T CD4 naive
23-2727,fibroblast
28-3662,tumor
8-1623,tumor
13-1299,neutrophil
18-93,T CD4 naive
23-1262,T CD4 naive
28-1886,fibroblast
8-1521,tumor
23-1871,T CD4 naive
23-1147,neutrophil
8-766,fibroblast
13-1054,neutrophil
23-1778,T CD4 naive
28-819,fibroblast
8-83,neutrophil
3-1851,epithelial
8-1868,tumor
8-2938,neutrophil
13-1129,B-cell
18-415,T CD4 naive
28-3226,fibroblast
3-286,neutrophil
13-719,endothelial
18-365,plasmablast
23-1504,fibroblast
8-388,epithelial
8-25,neutrophil
18-604,fibroblast
23-2230,neutrophil
3-973,tumor
8-2388,tumor
8-747,endothelial
18-1772,epithelial
18-500,T CD4 naive
18-293,plasmablast
28-2854,fibroblast
28-2541,tumor
28-1604,fibroblast
3-2107,mDC
3-1695,endothelial
3-1322,neutrophil
18-636,mast
28-1127,macrophage
8-1389,tumor
8-698,fibroblast
13-2870,T CD4 naive
18-1310,T CD4 naive
3-1539,neutrophil
8-1726,neutrophil
8-2792,tumor
8-619,epithelial
13-1387,pDC
13-1358,endothelial
23-1987,T CD4 naive
28-2979,plasmablast
28-3451,NK
3-372,tumor
13-1948,macrophage
13-1267,T CD8 naive
18-651,T CD4 naive
23-1474,endothelial
28-2675,tumor
18-387,plasmablast
28-3464,fibroblast
8-456,macrophage
18-1196,endothelial
3-2910,endothelial
18-1642,T CD4 naive
18-132,fibroblast
23-2002,B-cell
23-2420,monocyte
18-1371,neutrophil
18-115,T CD4 naive
28-174,fibroblast
3-1906,epithelial
3-1064,tumor
13-647,endothelial
28-3385,mDC
8-2977,fibroblast
13-2890,macrophage
23-1724,B-cell
23-796,macrophage
8-3110,tumor
18-1637,B-cell
18-1563,T CD4 naive
8-1783,fibroblast
13-393,macrophage
23-1689,T CD4 naive
8-1925,endothelial
18-1662,pDC
23-1931,B-cell
28-2701,tumor
28-3630,tumor
23-2362,mDC
23-2043,NK
28-885,monocyte
18-928,pDC
18-581,B-cell
23-1833,monocyte
3-65,tumor
3-16,tumor
8-1411,tumor
18-1409,neutrophil
18-317,plasmablast
23-412,fibroblast
3-2052,mDC
3-1783,epithelial
13-2028,neutrophil
18-989,epithelial
18-253,T CD4 naive
3-1989,endothelial
3-146,neutrophil
8-1453,tumor
13-1444,fibroblast
18-1277,endothelial
18-1584,T CD4 naive
3-340,NK
18-221,T CD4 naive
23-2563,mDC
3-1407,neutrophil
8-2984,fibroblast
13-977,macrophage
23-2801,T CD4 naive
23-1154,mDC
28-3512,tumor
28-1139,monocyte
13-2294,neutrophil
18-380,plasmablast
23-2830,T CD4 naive
23-7,T CD4 naive
28-3760,pDC
28-3563,tumor
28-2389,tumor
3-2075,mDC
8-175,neutrophil
28-634,plasmablast
3-1575,tumor
3-249,endothelial
8-1464,tumor
8-36,neutrophil
18-1339,epithelial
8-2412,tumor
8-513,neutrophil
23-545,monocyte
23-215,fibroblast
3-906,endothelial
13-1393,NK
13-2516,neutrophil
13-483,macrophage
23-1955,T CD4 naive
23-1746,NK
23-279,fibroblast
28-2259,tumor
28-3251,mast
3-1835,epithelial
28-2741,tumor
3-1688,NK
13-2271,neutrophil
18-889,plasmablast
18-1678,fibroblast
23-951,monocyte
18-201,T CD4 naive
18-1571,T CD4 naive
28-1790,fibroblast
28-3282,fibroblast
18-389,plasmablast
23-2524,monocyte
28-2533,tumor
28-33,fibroblast
13-70,neutrophil
23-2279,fibroblast
28-1699,fibroblast
3-815,neutrophil
8-1539,tumor
18-1811,T CD8 naive
3-1808,epithelial
8-1882,macrophage
8-247,macrophage
18-858,pDC
23-749,plasmablast
28-1574,fibroblast
28-132,fibroblast
3-1995,neutrophil
23-1249,mDC
28-3604,tumor
28-1429,fibroblast
13-282,neutrophil
23-1602,monocyte
23-1376,macrophage
23-2314,plasmablast
8-2790,tumor
13-1623,macrophage
13-1479,mast
23-2816,B-cell
28-3683,tumor
13-1926,neutrophil
28-2642,tumor
28-1896,fibroblast
23-1419,fibroblast
23-1061,T CD4 naive
23-665,plasmablast
23-1875,B-cell
28-1752,fibroblast
18-1161,T CD8 naive
28-825,neutrophil
8-1633,tumor
3-2136,pDC
28-2113,fibroblast
8-1438,tumor
18-901,pDC
23-1479,fibroblast
28-772,neutrophil
28-394,mDC
13-1801,macrophage
13-1760,NK
18-832,epithelial
23-2569,mDC
3-118,T CD4 naive
8-1567,tumor
8-2433,tumor
8-735,endothelial
18-1246,plasmablast
28-3632,tumor
13-1574,endothelial
13-846,neutrophil
18-1641,B-cell
18-1742,neutrophil
18-280,mast
3-1219,tumor
18-485,T CD4 naive
23-2851,NK
23-2752,fibroblast
28-2687,tumor
18-523,monocyte
28-3455,fibroblast
3-1078,tumor
13-2677,endothelial
28-2816,macrophage
13-1855,macrophage
18-1628,NK
28-2886,fibroblast
3-838,neutrophil
8-409,macrophage
13-1027,epithelial
13-934,neutrophil
18-1316,plasmablast
23-1137,mDC
28-3379,fibroblast
18-1052,mDC
18-962,epithelial
13-2441,endothelial
18-1001,epithelial
23-2782,T CD4 naive
3-1335,neutrophil
8-1418,tumor
13-890,neutrophil
13-2272,neutrophil
23-493,monocyte
23-418,neutrophil
3-2202,monocyte
13-2217,macrophage
28-1385,fibroblast
18-559,NK
18-503,T CD4 naive
18-1550,T CD4 naive
8-1365,tumor
13-1272,epithelial
23-1652,T CD4 naive
28-3575,tumor
23-1298,fibroblast
3-1474,tumor
8-2691,tumor
18-443,T CD4 naive
3-932,neutrophil
8-2416,tumor
3-1861,fibroblast
13-1169,endothelial
18-1222,plasmablast
18-263,T CD4 naive
28-3615,tumor
3-2922,neutrophil
18-1027,neutrophil
8-2362,tumor
18-410,mDC
23-1758,NK
23-1372,endothelial
23-2604,monocyte
13-1327,endothelial
8-1648,tumor
18-841,epithelial
23-2681,fibroblast
23-250,fibroblast
28-2543,tumor
28-2313,tumor
3-1367,neutrophil
23-1434,fibroblast
23-2416,B-cell
23-2390,fibroblast
8-332,epithelial
18-1091,endothelial
18-1687,T CD4 naive
3-1812,mDC
8-1918,fibroblast
8-2340,tumor
8-480,neutrophil
13-2287,macrophage
13-117,macrophage
23-2879,fibroblast
28-3478,fibroblast
28-715,neutrophil
13-2024,neutrophil
13-438,macrophage
23-1624,fibroblast
23-393,mDC
3-1971,endothelial
18-1621,macrophage
23-1182,mDC
28-2229,tumor
13-1236,mast
18-1198,epithelial
18-881,plasmablast
18-589,endothelial
23-1690,B-cell
8-517,neutrophil
18-934,epithelial
18-56,T CD4 naive
23-2378,mDC
3-2212,fibroblast
18-797,neutrophil
28-3681,tumor
18-237,T CD4 naive
18-1593,fibroblast
3-2092,T CD4 naive
8-1509,tumor
8-1457,tumor
13-1732,endothelial
13-1072,mDC
13-933,neutrophil
18-660,endothelial
18-331,endothelial
23-1953,mast
28-2269,tumor
28-3380,fibroblast
28-34,plasmablast
3-1598,neutrophil
8-1812,T CD8 naive
8-1052,tumor
13-1505,neutrophil
23-1795,pDC
23-2484,monocyte
3-1926,fibroblast
8-2438,tumor
13-1918,neutrophil
13-1125,epithelial
23-1852,B-cell
23-832,macrophage
23-220,T CD8 naive
28-2599,tumor
28-2158,tumor
3-1398,neutrophil
13-2449,endothelial
23-2654,mDC
28-2980,macrophage
13-58,neutrophil
28-3663,tumor
13-2655,endothelial
8-622,neutrophil
28-398,tumor
3-1703,epithelial
3-2736,neutrophil
8-2413,tumor
28-2358,tumor
28-615,tumor
8-1433,tumor
8-1403,tumor
13-1101,NK
13-551,macrophage
18-819,neutrophil
18-429,plasmablast
23-2934,mast
28-2750,tumor
28-3564,tumor
18-1250,fibroblast
18-1139,neutrophil
3-169,endothelial
8-2840,tumor
13-2233,mast
18-1282,pDC
18-1690,T CD8 naive
3-1767,mast
3-2165,fibroblast
13-1952,neutrophil
23-2660,NK
23-2410,fibroblast
18-1363,macrophage
18-629,endothelial
28-1058,fibroblast
28-455,tumor
28-83,fibroblast
18-268,endothelial
23-2871,T CD4 naive
23-46,plasmablast
28-1381,fibroblast
18-859,plasmablast
28-2500,tumor
28-353,tumor
8-1983,fibroblast
13-720,neutrophil
13-2270,neutrophil
18-1148,neutrophil
23-2784,B-cell
28-1194,mDC
18-1551,T CD4 naive
3-1749,mast
18-1067,epithelial
23-272,monocyte
8-2316,tumor
23-2649,fibroblast
28-1995,neutrophil
13-1044,mDC
18-456,endothelial
23-1168,fibroblast
28-1559,fibroblast
3-1651,tumor
3-144,macrophage
8-1360,tumor
18-483,endothelial
28-3473,fibroblast
23-2777,T CD4 naive
13-1625,macrophage
13-1460,neutrophil
28-2142,fibroblast
3-2131,plasmablast
8-417,NK
13-2813,neutrophil
13-595,macrophage
18-36,T CD4 naive
3-303,tumor
13-2004,neutrophil
18-504,endothelial
18-197,endothelial
18-173,T CD4 naive
18-1629,T CD4 naive
23-2948,T CD4 naive
23-1935,fibroblast
23-1831,B-cell
28-2322,tumor
28-798,tumor
3-128,endothelial
13-1699,T CD4 naive
18-406,T CD4 naive
3-67,endothelial
18-900,plasmablast
28-2685,tumor
28-2562,tumor
3-2032,endothelial
13-325,neutrophil
28-763,tumor
13-1328,endothelial
23-1646,mDC
28-3118,tumor
3-985,macrophage
8-203,neutrophil
18-1680,endothelial
23-1267,mDC
23-946,plasmablast
8-2847,tumor
8-1439,tumor
8-2434,tumor
13-827,endothelial
28-3013,B-cell
13-2659,endothelial
23-2622,endothelial
23-2278,fibroblast
23-461,monocyte
18-552,NK
23-2673,fibroblast
23-1395,endothelial
28-1889,fibroblast
3-852,mast
8-285,neutrophil
18-1402,neutrophil
23-758,plasmablast
23-102,monocyte
18-1214,epithelial
13-2720,neutrophil
23-2792,fibroblast
8-1632,tumor
13-1743,endothelial
28-2520,tumor
3-1893,mDC
3-1484,neutrophil
8-2822,tumor
13-489,macrophage
28-380,tumor
8-953,tumor
8-116,neutrophil
8-68,macrophage
18-880,plasmablast
23-1326,mDC
3-1979,endothelial
3-1460,neutrophil
18-1783,neutrophil
18-716,endothelial
23-150,neutrophil
28-1953,fibroblast
23-1511,fibroblast
28-2867,fibroblast
3-1133,tumor
13-2620,endothelial
18-255,endothelial
18-231,T CD4 naive
23-1857,NK
23-1251,monocyte
13-12,macrophage
23-1432,mDC
3-1939,mDC
8-1446,tumor
13-1538,endothelial
18-1053,neutrophil
18-1723,endothelial
13-2303,macrophage
23-1779,T CD8 naive
23-1692,B-cell
28-3637,tumor
28-2447,tumor
3-2004,endothelial
13-2185,neutrophil
18-1633,B-cell
23-2355,fibroblast
28-2393,tumor
18-1598,B-cell
28-2046,neutrophil
18-408,endothelial
23-1801,B-cell
28-1786,fibroblast
28-333,tumor
18-1672,endothelial
23-800,B-cell
8-552,macrophage
13-1874,neutrophil
18-995,macrophage
18-916,epithelial
18-1552,T CD4 naive
23-1894,T CD4 memory
8-1419,tumor
8-2355,tumor
13-1434,neutrophil
13-34,mDC
18-1616,T CD4 naive
23-221,neutrophil
3-1570,neutrophil
3-251,tumor
18-1130,neutrophil
28-3494,fibroblast
28-576,tumor
28-436,tumor
13-1075,epithelial
28-2075,neutrophil
28-1464,fibroblast
28-1328,fibroblast
28-1275,neutrophil
8-1517,tumor
8-466,neutrophil
13-143,macrophage
23-1736,fibroblast
13-2500,mDC
18-1806,neutrophil
18-668,NK
28-2571,tumor
3-1041,neutrophil
18-535,neutrophil
28-2782,endothelial
28-3397,fibroblast
3-954,macrophage
3-799,NK
8-457,neutrophil
8-2155,macrophage
28-2356,tumor
8-1367,tumor
8-760,tumor
13-1202,epithelial
13-77,neutrophil
28-841,tumor
8-507,macrophage
13-2707,neutrophil
23-2031,fibroblast
3-502,tumor
18-814,neutrophil
23-1316,monocyte
23-994,mDC
28-923,tumor
28-786,tumor
8-1462,tumor
18-1834,mast
18-378,endothelial
23-718,fibroblast
3-1731,neutrophil
3-1503,neutrophil
13-1589,endothelial
13-924,fibroblast
23-264,macrophage
18-468,monocyte
18-1697,neutrophil
23-1519,mDC
23-1936,mDC
28-481,tumor
3-300,epithelial
18-590,endothelial
28-1052,epithelial
28-58,fibroblast
3-1404,neutrophil
3-1379,neutrophil
3-470,tumor
8-2348,tumor
13-2168,tumor
28-3035,fibroblast
8-2751,tumor
13-94,neutrophil
23-196,neutrophil
8-2162,neutrophil
13-2679,mast
28-3773,fibroblast
28-2754,NK
13-195,neutrophil
8-1475,tumor
23-2525,monocyte
28-2417,tumor
8-729,mDC
18-891,plasmablast
18-1572,T CD4 naive
23-685,plasmablast
18-784,macrophage
18-757,neutrophil
23-2921,macrophage
23-606,fibroblast
8-290,neutrophil
13-1499,neutrophil
13-2507,plasmablast
18-1081,neutrophil
18-1700,neutrophil
23-1126,mDC
23-417,monocyte
28-513,tumor
3-2077,neutrophil
13-162,mast
18-654,T CD4 naive
18-1597,T CD4 naive
23-2865,T CD4 naive
3-2132,T CD4 naive
8-244,neutrophil
18-1608,T CD4 naive
23-810,fibroblast
18-861,endothelial
3-2245,epithelial
8-1999,neutrophil
13-2513,epithelial
18-1855,neutrophil
18-1157,neutrophil
18-731,epithelial
23-2702,fibroblast
28-2530,tumor
28-2314,tumor
28-3450,fibroblast
13-2058,neutrophil
3-2194,fibroblast
18-182,endothelial
23-1918,B-cell
28-375,tumor
8-2443,tumor
13-1936,neutrophil
8-1557,tumor
13-2397,macrophage
18-1707,endothelial
8-593,macrophage
13-2225,macrophage
13-708,macrophage
18-302,endothelial
18-1553,T CD4 naive
23-2668,fibroblast
3-1757,neutrophil
18-204,T CD4 naive
28-1140,B-cell
8-2137,neutrophil
18-1251,endothelial
18-1049,neutrophil
18-510,neutrophil
23-1730,NK
23-1231,monocyte
18-256,endothelial
23-99,NK
28-901,tumor
18-226,T CD4 naive
3-1481,tumor
8-1385,tumor
8-104,macrophage
13-258,macrophage
28-3352,fibroblast
28-746,tumor
13-967,fibroblast
18-145,endothelial
23-1711,T CD4 naive
8-1413,tumor
8-671,macrophage
18-968,neutrophil
18-1665,endothelial
23-1404,endothelial
18-1458,macrophage
18-239,B-cell
23-785,neutrophil
28-2440,tumor
13-515,B-cell
18-416,endothelial
18-576,endothelial
18-441,monocyte
23-1673,T CD4 naive
23-2422,monocyte
8-1637,tumor
8-708,fibroblast
28-3620,tumor
28-460,tumor
18-902,epithelial
28-1873,fibroblast
3-1940,endothelial
13-2630,epithelial
3-989,neutrophil
13-2023,macrophage
13-1626,endothelial
13-2276,neutrophil
23-1957,mDC
28-11,plasmablast
3-1664,neutrophil
13-1847,neutrophil
18-1137,macrophage
28-3073,tumor
3-1732,neutrophil
18-454,neutrophil
23-2849,T CD4 naive
3-1592,neutrophil
8-1494,tumor
28-2368,tumor
28-3479,fibroblast
28-1366,mDC
28-415,tumor
8-1430,tumor
13-1251,endothelial
18-835,macrophage
23-2349,fibroblast
8-62,macrophage
13-2822,macrophage
28-2501,tumor
8-770,tumor
23-1768,T CD4 naive
23-1334,monocyte
23-2453,mDC
28-958,tumor
3-493,tumor
8-349,macrophage
13-450,tumor
8-2817,tumor
8-2363,tumor
18-608,T CD4 naive
28-2779,fibroblast
28-100,fibroblast
3-1134,tumor
3-308,tumor
13-2690,mast
18-644,fibroblast
28-477,tumor
3-1232,macrophage
3-97,fibroblast
8-153,macrophage
13-277,macrophage
3-1898,endothelial
3-827,tumor
18-1035,neutrophil
23-159,neutrophil
28-873,tumor
3-1845,epithelial
18-1429,neutrophil
18-80,T CD4 naive
13-1180,epithelial
18-533,endothelial
8-1499,tumor
18-1199,neutrophil
18-469,neutrophil
18-1605,T CD4 naive
28-3375,fibroblast
13-137,neutrophil
18-1154,neutrophil
23-1876,mDC
23-2831,B-cell
3-513,tumor
8-240,neutrophil
18-314,endothelial
8-1575,tumor
18-337,endothelial
18-48,T CD4 naive
23-1659,fibroblast
18-1554,fibroblast
8-118,neutrophil
13-13,neutrophil
18-1728,fibroblast
18-1668,fibroblast
18-398,endothelial
23-2942,B-cell
23-2482,mDC
23-942,mDC
28-1781,fibroblast
3-1416,neutrophil
8-2382,tumor
13-687,macrophage
18-1640,endothelial
23-1902,mDC
23-2323,monocyte
3-247,neutrophil
13-1546,neutrophil
13-1023,endothelial
28-2946,T CD4 naive
28-2646,fibroblast
28-1436,fibroblast
28-3255,neutrophil
3-2938,NK
3-953,tumor
3-579,tumor
8-1455,tumor
18-1617,T CD8 naive
28-519,tumor
3-1357,epithelial
18-775,macrophage
23-1413,endothelial
23-97,neutrophil
28-1629,endothelial
18-1824,macrophage
18-870,endothelial
28-2736,mast
28-1244,fibroblast
8-2353,tumor
13-757,neutrophil
23-1427,mast
28-2211,fibroblast
28-80,fibroblast
3-45,plasmablast
13-2208,neutrophil
18-1119,macrophage
23-574,monocyte
28-940,tumor
3-189,tumor
18-987,macrophage
18-550,T CD4 naive
28-2478,tumor
28-1117,endothelial
18-936,macrophage
18-227,T CD4 naive
18-808,macrophage
28-1496,fibroblast
28-416,tumor
13-1142,epithelial
13-898,epithelial
28-3193,tumor
13-168,neutrophil
18-190,endothelial
18-161,endothelial
28-2534,tumor
28-382,tumor
18-260,T CD4 naive
18-202,T CD4 naive
23-1704,B-cell
28-3553,tumor
28-3126,tumor
13-1891,macrophage
18-146,endothelial
23-636,monocyte
13-1484,neutrophil
28-1659,fibroblast
28-192,fibroblast
3-2822,epithelial
13-552,tumor
8-2828,tumor
8-776,tumor
13-2029,macrophage
23-1974,T CD4 naive
23-1623,NK
13-239,neutrophil
8-488,neutrophil
23-1731,B-cell
28-3457,fibroblast
8-2795,tumor
13-795,neutrophil
18-1843,epithelial
13-1951,macrophage
18-484,endothelial
3-857,neutrophil
13-1502,neutrophil
13-1171,mDC
18-1398,neutrophil
23-1450,monocyte
28-2431,tumor
28-2323,tumor
28-3201,tumor
18-625,T CD8 memory
18-447,endothelial
18-600,NK
28-766,tumor
18-1624,T CD4 naive
23-1944,macrophage
23-669,macrophage
28-834,tumor
8-1401,tumor
3-1629,epithelial
18-422,endothelial
23-247,macrophage
3-1002,neutrophil
3-2914,epithelial
18-379,endothelial
18-283,endothelial
23-1669,B-cell
23-405,monocyte
23-2089,macrophage
8-1421,tumor
8-1324,tumor
8-2297,tumor
18-1293,endothelial
23-506,monocyte
28-3347,fibroblast
28-1289,fibroblast
28-3222,neutrophil
28-3736,endothelial
18-519,B-cell
18-244,T CD4 naive
18-1603,T CD4 naive
13-2810,plasmablast
18-680,endothelial
3-2093,T CD4 naive
18-903,epithelial
13-2660,epithelial
18-579,macrophage
8-7,neutrophil
28-503,tumor
23-849,neutrophil
23-705,plasmablast
3-1519,tumor
18-1100,monocyte
28-466,tumor
13-1305,neutrophil
23-2810,macrophage
23-1134,mDC
8-875,tumor
3-1643,neutrophil
23-623,macrophage
23-2140,macrophage
28-361,tumor
8-2386,tumor
18-1816,neutrophil
23-1603,T CD4 naive
28-2751,NK
13-1746,epithelial
13-309,macrophage
23-1152,monocyte
13-1865,epithelial
18-788,neutrophil
23-2498,fibroblast
28-12,plasmablast
18-50,NK
23-1858,B-cell
23-1992,T CD4 naive
23-1899,T CD4 naive
23-2840,NK
28-1849,fibroblast
28-799,tumor
28-525,tumor
3-1478,tumor
13-1341,macrophage
18-1175,neutrophil
18-209,fibroblast
28-428,tumor
28-861,tumor
8-1294,tumor
18-401,endothelial
23-1922,T CD4 naive
3-294,neutrophil
8-2762,tumor
13-198,neutrophil
18-371,endothelial
23-554,neutrophil
8-1440,tumor
18-795,neutrophil
23-742,fibroblast
28-3636,fibroblast
